file_name,size,doc_label
1290922427.jpg,544359,F.05
015-UMS201.pdf,902019,F.01
DSCN5338.JPG,2286248,F.05
Retro%20CP%20#13%20(11-26-16).pdf,15485,C.02
DSCN1402.JPG,2212402,F.05
VE log dated 11-12-08.pdf,119864,D.01
1287347114.jpg,607363,F.05
Pictures before VMware 307.jpg,1109835,F.05
DSCN0970.JPG,2084410,F.05
1294090932.jpg,597313,F.05
E2-3.dwg,342128,F.06
P2-1 - PARTIAL 1ST FLOOR KITCHEN PLANS.pdf,681704,F.06
DSCF0003.JPG,488686,F.05
DSCN5045.JPG,2132217,F.05
McDonnell%20CP%20#22%20(02-06-17).pdf,15483,C.02
IMG_1917.JPG,1446337,F.05
PSC Bulletin 142.pdf,48500,F.01
1287770118.jpg,652293,F.05
1309075543.jpg,533336,F.05
DSCF0037.JPG,371203,F.05
Curtainwall Door Hardware Schedule.pdf,514895,F.03
1296205380.jpg,600284,F.05
CPF.pdf,3188630,F.03
084 - Interior CMU Wall Head Restraint Clips.PDF,1014781,F.03
Picture 05-18-2015 at 105603 AM.jpg,211845,F.05
211100-00002 Cement-Lined Ductile Iron Pipe and Associated Fittings Product Data BAL Final.pdf,635243,F.03
11 5215 - MOTORIZED PROJECTOR LIFTS - cd3.pdf,56094,E.01
270523-090911-SH.pdf,40474,F.01
095113 (WDC-3) Wood Ceiling Shop Drawings - 2nd Revision.pdf,542842,F.03
230516 BTU & Flow Meter Resubmittal.pdf,16163535,F.03
FSU CCIT_int a-sep.jpg,20304140,F.05
110804 (38).JPG,465584,F.05
08 3-A4-41 - ENLARGED ELEVATION - SOUTH ENTRY VESTIBULE - ASI 23.pdf,728768,F.01
072216 duct intall 0200).JPG,153988,F.01
08 3-A7-43 - ENLARGED PLANS - ELEV LEVEL 1 EAST TOILET ROOMS.pdf,410527,D.02
IMG_20120720_064735.jpg,433762,F.05
0002-03380-012 Unbonded Post Tension Concrete - LEED - Resubmittal.pdf,594168,F.03
RFI-00225 - Depression at Face of Level 2 Slab for Precast Terrazzo Pavers.pdf,2536713,F.02
rabousaidt-0001-02780-006.pdf,58781,F.03
1290996049.jpg,581600,F.05
UMFP102.dwg,1415816,F.06
10 3-FFE2-03 - LEVEL 1 FFE OVERALL.pdf,1215809,E.01
_iBuildRecord_12573376.pdf,7911,F.03
2014-08-01 12.10.30.jpg,1076444,F.05
1_17_13 Jan Update vs6.xer,1580686,F.01
Bioengineering Bldg - MNCPPC Additional Information.msg,1252864,D.01
0217121417c.jpg,363742,F.05
A2-3 - South & West Elevations.pdf,184615,D.02
1295919497.jpg,517970,F.05
02 3-C1.05_UTILITY PLAN-3-C1.05.pdf,1794987,D.02
0000-06600-005 Plastic Fabrication LEED.PDF,1126569,F.03
14_3-E6-01 - ELECTRICAL DETAILS.pdf,568400,F.01
071816 stone instlall east level 2 (20).JPG,203426,F.01
IMG_0884.JPG,1576379,F.05
05.12.a Fixed Furniture Scope Sheet.pdf,376027,C.02
21 3-SEC2-31 - LEVEL 1 SECURITY FLOOR PLAN - NORTHWEST.pdf,285360,F.01
5013-14 124.jpg,2621946,F.05
072100 - Mech PH Underslab Insulation.pdf,1511179,F.03
E203 .pdf,1368994,C.02
1288768771.jpg,589562,F.05
duct pressure tester with ballvale.JPG,1901122,F.05
14OS1527 Permit.pdf,393476,D.01
1294960966.jpg,568502,F.05
0004-221316-0 2nd Floor Overhead Plumbing - Shops_reviewed.pdf,2004790,F.03
DSCN3962.JPG,2220059,F.05
M402-HVACMECHANICALROOMPARTPLANS.dwg,774202,F.06
AMV%20(Allstate%20Striping)%20CP#64%20(7-26-15).pdf,10155,C.02
120116 wood hand railing.JPG,115693,F.01
1293966161.jpg,562778,F.05
BSU RFI 025 - Curtain Wall with Concrete Floor Details revised_response.pdf,271327,F.02
16_3-F5-01 - FIRE PROTECTION PARTIAL PLANS.pdf,578895,D.02
110629 (105).JPG,473382,F.05
IMG_2588.JPG,2338279,F.05
P-0214 AE Fee Estimate.xls,50688,C.01
1309262782.jpg,511364,F.05
1294113422.jpg,598395,F.05
DSCN0856.JPG,2287214,F.05
062023- Interior Finish Carp Maintentance Data.pdf,153366,F.06
A811.dwg,749521,F.06
00 3-A0-10 DRAWING LIST.pdf,234499,D.02
22 3-QF2_31 - LEVEL 1 EQUIPMENT PLAN.pdf,174959,D.02
FW Response for RFI No. 00289 Separation of DAS & Telecom in BDF Room Submitted for Prince Frederick Hall [113167].msg,17408,F.02
A411 EXTERIOR WALL SYSTEMS 3 4.pdf,479610,F.01
Buy American Form 03300-008.pdf,148417,F.03
FW Exterior Mockup Tests and Investigation Reports.msg,1195008,A.01
121416 dw at basement.JPG,125355,F.01
260523-00001 Wire Mold Shop Drawings - WFT 061016 - BAL Final.pdf,16336661,F.03
photo5.jpg,104892,F.05
110608 (59).JPG,466998,F.05
11 E312 FIRST FLOOR PLAN SOUTH - POWER.pdf,618194,D.02
081016 dw install.JPG,85026,F.01
0001-10270-001 closed.pdf,7265391,F.03
UMCP A James Clark Hall LEED NC v3-near term task list_CLARK_FDE_HOPKINS_17-0215.pdf,16300,F.01
RFI-01066 - Posted.pdf,283658,F.02
Raod change 2.jpg,91672,D.01
08 3-A4-32 - ENLARGED TYPICAL BAY ELEVATION - FLOOR OPENING @ NORTHWEST.pdf,1599038,D.02
08 3-A4-13 - ENLARGED WEST ELEVATION.pdf,1205608,F.01
DSCF0094.JPG,456731,F.05
0002-07561-021 closed.pdf,1590641,F.03
001-10170-005ColorSelector-ToiletCompartments.pdf,1532755,F.03
UMP111D.pdf,305242,F.01
A1-23.dwg,1549248,F.01
L3P5 - 7 Day Breaks.pdf,5845909,F.04
9127_144200 Vertical Wheelchair Lifts.pdf,30629,F.01
ICE-PCO-810182.pdf,282684,C.02
097-UME503.pdf,1131432,F.01
CA services backup info 5.pdf,85460,C.01
1291166389.jpg,507375,F.05
074113-006 - Metal Roof Panels - Test Report_response.pdf,1690302,F.03
DSCN1970.JPG,2293639,F.05
DSCN1182.JPG,2360804,F.05
1292862706.jpg,633643,F.05
061213 Form for Personnel hours per task.XLS,53248,C.01
5.21.13%20Submittal%20262726-01.0%20Pkg%20#0311.pdf,52698,F.03
1293182642.jpg,601519,F.05
UMM103DA.pdf,841293,F.01
IMG_1253.JPG,1812147,F.05
Narrative signed for PCO 135.pdf,372547,C.02
IMG_3016.JPG,3056888,F.01
DSCN5234.JPG,2283020,F.05
Appendix M FOODSERVICE_Cutsheets (print).pdf,40859183,D.02
123661-005 QTZ Samples_response.pdf,1476427,F.03
101816 painting metal at exterior window.JPG,187971,F.01
DSCF0117.JPG,494353,F.05
1293356755.jpg,575782,F.05
232923-001 - VFD's REVISED_response.pdf,4436760,F.03
CCIT - CR OS 116 - Initial Contract Amount for FFE.pdf,370636,C.02
Precision Wall Tech.zip,142253,C.02
088010-00022 Interior Glazing Product Certificates - BAL Final.pdf,677262,F.03
IMG_0538.JPG,2076879,F.05
2014-07-07 08.18.30.jpg,1023504,F.05
1287403422.jpg,582653,F.05
"January 13,2014 Daily Report.doc",90112,F.01
A901 FIRST FLOOR FINISH PLAN.dwg,1579448,F.01
_iBuildRecord_1060486.pdf,15297,F.03
08 1113 - hollow metal doors and frames.pdf,58357,D.02
1294136383.jpg,597809,F.05
UMM6.36.pdf,1067259,F.06
120415 Kir hanger install atrium.jpg,59837,F.01
AV301 AV SYSTEMS DETAILS.pdf,726961,F.01
Transmittal Prince Frederick - WSSC letters.doc,42496,D.01
PSC Bulletin 116.pdf,17561,F.01
236500-001 - Cooling Towers REVISED_response.pdf,4507877,F.03
Mohawk%20CP#68%20(05-14-16)%20NW.pdf,15498,C.02
CCC_response_change_wall_steps.pdf,40618,F.02
IMG_1060.JPG,1415688,F.05
07-259-379-00-C107B.zip,4497128,F.01
0091 Trash Truck with lid.pdf,107007,E.01
WSSC - Industrial Wastewater Survey for UM Bioengineering Form-2.pdf,172014,D.01
Submittal_Pkg__64_-_Ground_Upp.zip,13241974,F.03
1293476413.jpg,616090,F.05
110614 (70).JPG,484588,F.05
DSCN5378.JPG,2209888,F.05
RFI 851_Stair 2 Door Location Clarification.pdf,132125,F.02
RFI%20#13%20-%20Stainless%20Steel%20Legs.pdf,958719,F.02
"October30,2012 Daily Report.doc",78848,F.01
Bioengineering_ Clark Letter -Work by affiliates of CCG_12.16.14.pdf,234655,C.02
DSC02409.JPG,1441293,F.05
P266DK62_N40H_1_4.WMF,30514,F.04
14OS1527 Signed Plans.pdf,8736454,C.02
S3-02.dwg,145516,F.06
DSCF0074.JPG,501127,F.05
DSCF0095.JPG,441932,F.05
1296413480.jpg,585576,F.05
DSCN4360.JPG,2256154,F.05
Clark%20Foundations%20CP#113%20(08-29-16).pdf,17388,C.02
Pictures up to 12.29.10 604.jpg,880582,F.05
WEB%20CP#16%20(7-19-15).pdf,10692,C.02
BSU NSC_Manhole Cabing ID Scope_PSI.pdf,36114,C.03
084113-0003-0 Oldcastle Sample Warranty_AE Review.pdf,1707246,F.03
Early package CCIT walls and site conditions 054.jpg,687504,F.05
FW A James Clark Hall Flow Meter.msg,44032,A.01
05 3-LA4-03 - HARDSCAPE DETAILS.pdf,817657,D.02
DSC02636.JPG,1379981,F.05
DSCN3496.JPG,2156440,F.05
_iBuildRecord_54936582.pdf,10356,F.03
IMG_1523.JPG,2088537,F.01
DSCF0064.JPG,462612,F.05
IMG_0183.jpg,3426603,F.05
A807 INTERIOR ELEVATIONS.dwg,429892,F.01
07561-A1 RubberizedAsphaltProtectedMembraneRoofing_Page_09.tif,44810,F.06
ESJ-LTC A-E pre-fee proposal meeting minutes 4-20-12.docx,101323,C.01
IMG_0056.JPG,1704432,F.05
New Kahua Message Daily Report - 8152016.msg,266752,F.01
BSU NSC COR049_Door Hardware_Paul Review Cover.pdf,59239,C.02
UMFA105.dwg,1041121,F.06
RFI-00965 - Raceways for Curtainwall Doors.pdf,1587018,F.02
1295234755.jpg,570459,F.05
10 3-FFE2-02 - GROUND LEVEL FFE OVERALL.pdf,1834662,F.01
0617151235.jpg,3714830,F.01
111003 (17).JPG,477527,F.05
DSCF0015.JPG,441053,F.05
07-259-379-00-M610A - Standard.zip,1953984,D.02
20101031 LAQS A2 Invoice 5.pdf,441757,C.02
Capron%20CP%20#13%20(12-20-15).pdf,15474,C.02
DSCN3449.JPG,2290877,F.05
C6.1_Site Details.pdf,621787,D.02
A2 First Floor Plan.TIF,3481362,D.01
6407C2.54.pdf,254201,F.03
Daily Report - 9102015.msg,236544,F.01
Jernigan%20CP%20#5%20(3-08-16).pdf,17373,C.02
Picture 09-22-2014 at 102746 AM.jpg,170103,F.05
16-674-107-00 QC 15297.pdf,364178,E.01
Transmittal - 00181.pdf,40366,F.01
Del Metro.pdf,3647856,C.02
Duct Bank5.jpg,109557,F.05
PERI Rippling Effect.pdf,230990,F.04
9127_260526 Grounding & Bonding.pdf,23701,D.02
Panel Grille product sheet.pdf,856979,F.03
20140826_111954.jpg,3932495,F.05
IMG_20120210_141908.jpg,257507,F.05
_iBuildRecord_964479.pdf,9160,F.03
101816 partiton install L1.JPG,90147,F.01
IMG_2661.JPG,1900144,F.05
230533 Heat Trace Resubmittal.pdf,2320585,F.03
215G-2010 UMD Clark Hall Field Reports 154.pdf,1034196,F.04
055000 1-011- Cmu clip REVISED - ASG Cagley Response.pdf,1738574,F.03
P3080331.JPG,1065600,F.05
1294141156.jpg,563756,F.05
IMG_1013.JPG,2706250,F.05
2016.0809 WJE 002 Report.pdf,971548,F.01
1295816896.jpg,592324,F.05
225700-0001-1 Transmittal.pdf,204313,F.03
CCC June17 LEED Waste Hauling.pdf,504137,F.03
07-259-379-00-S432.zip,265870,D.02
230_Kent ScientificMouseRat AutoVentilatorAnesthesia Machine.pdf,421996,E.01
UMCP AJCH Certified Payroll-Mona-WE 61817.msg,47104,C.02
INSP-00272_pdf.pdf,2743509,F.04
Superior%20Iron%20Works%20CP%20#31%20(5-01-16).pdf,15527,C.02
84108-F-CM-RFP__CCIT_-_Sections_I_thru_X_Feb_1_2010.pdf,552040,C.02
Submittal 281300-01.1 _ 02.1 Pkg _0441.pdf,21140644,F.03
1291537942.jpg,581801,F.05
110620 (1).JPG,467630,F.05
068_36.10.pdf,210991,A.01
AJCH Schedule Narrative - October 2017.FINAL.docx,566871,F.01
307.1 ACECO_Bristol_Attachment D.pdf,67593,C.02
Jett%20CP%20#20%20(12-25-16).pdf,15507,C.02
IMG_2137.JPG,2448335,F.05
0174 ALPHA FT-IR Spectrometer.pdf,252655,E.01
1296315791.jpg,633182,F.05
DSCN4770.JPG,2332476,F.05
19 3-AV4.06 - AUDIOVISUAL INFRASTRUCTURE RISER DIAGRAMS ROOM.pdf,305886,D.02
1288015403.jpg,574936,F.05
IMG_0646.JPG,1672025,F.05
RFI-01319 - Card Reader Functionality.pdf,46443,F.02
ACECO%20CP#122%20(04-01-16).pdf,22579,C.02
IMG_3097.JPG,1397965,F.05
Trunnell%20CP#52%20(09-30-16).pdf,15493,C.02
colums on 2nd floor needs fireproofing.JPG,1743870,F.05
PSC-DR12 06 07.doc,126464,F.01
M7.1 - Mechanical Schedules.pdf,202413,D.02
B-400317-K M026.pdf,427399,C.02
810388 - Forum USB Scaling Bridge.pdf,257243,C.02
Pictures up to 12.29.10 613.jpg,881988,F.05
ICE-PCO-810256.pdf,429218,C.02
AJCH - Prepour Conference - Meeting Minutes 09.08.15.pdf,258464,F.01
1309200353.jpg,586042,F.05
07 A902A - ASI 29.pdf,958863,C.01
IMG_0811.JPG,1689557,F.05
051116 site wall demo (16).JPG,185665,F.01
110719 (8).JPG,482738,F.05
21-3-SEC2-72 - HOLZAPFEL LEVEL 1 SECURITY FLOOR PLAN.pdf,374170,D.02
MNCPPC - Elevation Plans.msg,1155584,D.01
COR_039_Circuit breakers_AE review.pdf,1170374,C.02
10 1400 - SIGNAGE - Add4.pdf,23345,F.01
MD23FADE.dwg,336155,D.01
DSCN3320.JPG,2326812,F.05
Dynasty%20Equipment%20CP#59%20(06-18-16).pdf,15479,C.02
Dick's 2 cents worth on GMP No  2-Review Comments-Prince Frederick-08 09 12.xlsx,24518,C.02
Clark Construction (8-17-14).pdf,10573,C.02
PCO 239 CAP ICE.pdf,5785103,C.02
DSCN2113.JPG,2221207,F.05
UM M6.04.pdf,943470,D.02
110622 (45) (1) .JPG,460515,F.05
1295603816.jpg,587213,F.05
5013-14 jobsite pics 059.jpg,42243,F.05
IMG_2810.JPG,1987415,F.05
mUT-S000_PRINCE_FREDERICK_R1.dwg,3113789,D.01
232113-007 - Hydronic Piping - Unit Heater Valve Hookup - ASG MAI Response.pdf,1709528,F.03
IMG_1011.JPG,2604618,F.05
1287043037.jpg,573860,F.05
Pictures up to 12.29.10 040.jpg,965287,F.05
_1 13 1-M1.12 - HOLZAPFEL DEMO LEVEL 1 - CONF.pdf,1786279,D.02
IMG_3572.JPG,1880797,F.05
1295037357.jpg,605877,F.05
1286499218.jpg,617449,F.05
1291729834.jpg,494563,F.05
M005 ASG - signed.pdf,546627,C.01
115300-00070 - 2.13 - Cylinder Restraints O&M - BAL Final.pdf,836112,F.03
Horton 2500 Elegant Bi-Parting Doors Product Data.pdf,520918,F.03
101201 Life Sfty 10520.docx,94083,F.03
Clark%20Concrete%20CP#70%20(05-08-16).pdf,15496,C.02
71-9127_Bowie_-Sheet-A7-8-InteriorDetails.pcp,22320,F.06
Photo4.jpg,138450,F.05
JW%20Caulking%20CP%20#5%20(5-22-16).pdf,15493,C.02
IMG_2382.JPG,1968471,F.01
7-3-13 - Submittal 041000-09.0  Pkg. 360.pdf,3007997,F.03
DSCF0066.JPG,476145,F.05
012.jpeg,1149894,F.01
Wall Covering LEED 1005.pdf,339261,F.03
P203S-2-THIRDFLOORPLUMBINGPLAN-PART2SUPPLYPIPING.dwg,1607377,D.02
ev-cn-00049 - 810072 - Issue 25 - FFE Power Requirements (C-CR - 74).pdf,14565673,C.02
1288671243.jpg,589135,F.05
1288844502.jpg,566949,F.05
110608 (83).JPG,483350,F.05
1290211363.jpg,589799,F.05
11 2010-140 Frostburg  survey R 8-2011 p 14.pdf,39055,F.01
CR 556 ATP-0433.pdf,6000147,C.02
DSCN4365.JPG,2236398,F.05
1290319126.jpg,600406,F.05
110826 (81).JPG,464272,F.05
Additional Lab funding meeting.doc,45056,B.01
1291327628.jpg,609699,F.05
12 M3-43 - LEVEL 2 (ELEV 150) HVAC PIPING PLAN EAST.pdf,1029450,D.02
1296033018.jpg,482155,F.05
PCO _810092 Proposal.pdf,4794460,C.01
1286401634.jpg,691359,F.05
Manganaro%20CP#50%20(04-10-16).pdf,68776,C.02
22 3-QF2_31 - LEVEL 1 EQUIPMENT PLAN.pdf,174959,F.01
DSCF0054.JPG,476895,F.05
DSCF0051.JPG,489673,F.05
T.19.dwg,718937,F.01
01 7900 - demonstration and training - cd3_Add1.pdf,50257,F.01
Pictures up to 12.29.10 421.jpg,1113774,F.05
08 3-A9-03 - LEVEL 2 FLOOR PLAN ACCESS DIAGRAM.pdf,502047,D.02
SWM1.01 SWM Plan.dwg,10551065,F.01
Genesis%20Steel%20CP#52%20(06-11-16).pdf,24130,C.02
5013-14 012.jpg,2768446,F.05
1292422347.jpg,506049,F.05
RFI-00245 - Insufficient Space at Chase Wall in Room 1206 for Pipe.pdf,787784,F.02
1292868595.jpg,593174,F.05
DSCN0589.JPG,1709261,F.05
east side scaffolding.JPG,1666732,F.05
BSU - COR 222 - RFI 308 Rack Layout_letter.pdf,1618953,C.02
RFI-00622 - Drywall Detail at Elevator Smoke Curtains Confirmation.pdf,48983,F.02
Perspective a.pdf,291702,A.01
DSC02648.JPG,1442435,F.05
CCIT Frampton ADA parking.jpg,1942504,F.05
1289813189.jpg,483144,F.05
CR - 2008 Saturday work on 011412 - a.pdf,1280451,C.02
RFI-00538 - Plumbing and Mechanical Pipe Testing Procedures.pdf,59870,F.02
1287030312.jpg,570011,F.05
110630 (53) (1) .JPG,485652,F.05
P266E3UY_RT0H_1_4.WMF,37136,F.04
110701 (49).JPG,492722,F.05
1309275214.jpg,602732,F.05
SHA MIXES 3 CNC SUPPLY-UMCP-.pdf,721928,F.03
1309061272.jpg,543646,F.05
Picture 10-05-2015 at 082446 AM.jpg,253700,F.05
DSC_0355.JPG,376483,F.05
1290992536.jpg,579965,F.05
110708 (20).JPG,484865,F.05
AMV Incorporated (1-18-15).pdf,10151,C.02
PCO%20#810050%20Proposal.pdf,1238400,C.02
Submittal%20260533-01.0%20Pkg%20#0031.pdf,10464965,F.03
DSCN3081.JPG,2254636,F.05
DSCN4622.JPG,2373735,F.05
P266DHLH_B40H_1_4.WMF,30470,F.04
1296379166.jpg,584053,F.05
"23 0593 - testing, adjusting, and balancing for hvac.pdf",224015,F.01
DSCN0879.JPG,2308972,F.05
80% Prince Frederick Mech Comments -Grey.xls,50176,D.02
S111.dwfx,954595,F.01
1309066663.jpg,539758,F.05
0000-07900-028 closed.pdf,337674,F.03
110909 (49).JPG,459659,F.05
"238123.03-00003 CRAC Ceiling Mounted 2 and 3 tons, 50 and 60 Hz O&M - BAL Final.pdf",5187426,F.03
05 7300 - DECORATIVE METAL RAILINGS-AD 5.pdf,42517,F.01
FIN TUBE RADIATION.xls,282112,F.01
SSK#5%20Ground%20Floor%20Stair%20Framing.pdf,542600,F.03
DSCN1862.JPG,2281308,F.05
A201.pdf,1679063,D.02
2134-2119 and 2132-2121 Shop Drawings.pdf,3495637,F.03
CR-IS-322%20RFI%20#%20915%20approval.pdf,153164,C.02
1291874514.jpg,588886,F.05
L1.1-Rev0.pdf,2289787,D.01
DSCF0052.JPG,457096,F.05
1286328725.jpg,608259,F.05
DSCN4204.JPG,2306022,F.05
1287458489.jpg,585635,F.05
University of Maryland Edward St. John Learning and Treaching Center Pre-Con Selected 05-27- (8).JPG,1386993,F.05
utility location.JPG,1797405,F.05
078413-00003 Hilti Firestopping Penetration Qualification Statement - BAL Final.pdf,978095,F.03
IMG_2469.JPG,2099506,F.05
DSCN5363.JPG,2240385,F.05
1286564978.jpg,686639,F.05
ICE-CR-495pdf.pdf,1266671,C.02
110511 HVAC 15624.docx,97709,F.03
1287937753.jpg,602724,F.05
DSCN0524.JPG,2119388,F.05
DSC_0356.JPG,347468,F.05
05-3-LA2.02_MATERIALS ENLARGEMENT PLAN.pdf,1092805,D.02
RFI _00209.pdf,1666088,F.02
Picture Rail J-Hooks Cables and Self Gripping Hooks.pdf,19874,F.06
"April 20,2012 pictures 005.JPG",1762770,F.05
d12013.dwg,4959205,E.01
1-073-UMA303.pdf,320183,D.02
1-122-UMA613.pdf,123839,D.02
12 P222  PLUMBING SECOND FLOOR SOUTH PLAN.pdf,339766,D.02
DSCF0479.JPG,1615935,F.05
810334R1 - Swap Out GFCI Breakers.pdf,947499,C.02
S002.dwg,112481,F.01
120117 HVAC 15722.docx,95709,F.03
B400236N%20Invoice%20#028.pdf,14697834,C.02
1295990750.jpg,596019,F.05
EL103-1 - THIRD FLOOR LIGHTING PLAN - PART 1.dwg,550484,F.06
30 UMC202.pdf,396166,F.06
1287951213.jpg,614762,F.05
PSC- Capital Equipment Status Report.xlsx,73427,E.01
FW New DBM Capital Equipment Guidelines.msg,22016,E.01
Submittal_Package_00179.0__Hol.zip,808229,F.03
1291189770.jpg,529889,F.05
IMG_0945.JPG,1595978,F.05
IMG_0004.jpg,2498529,F.05
1288129063.jpg,624007,F.05
3-E5-01 - PARTIAL PLANS - ELECTRICAL ROOMS.pdf,277917,F.01
1290663495.jpg,587312,F.05
BSU RFI 247 - Bulkhead Thickness at Meeting Rooms 1027 and 1029_response.pdf,233878,F.02
DSCF0047.JPG,460143,F.05
11 E403 ENLARGED PLANETARIUM PLANS.dwf,1234343,F.01
DSCF0088.JPG,447526,F.05
2014_10_14_FSU-CCIT_PM71.pdf,188011,F.01
061316 fcu pipe install at  Holz (5).JPG,117390,F.01
Submittal Log - Open Items (OLD) 11.29.2016 02 00 15 AM.html,61612,F.01
"Prince Frederick - Cost Control July 16, 2013 GMP 3   Adds 1,2,3,4 ,5.xlsx",28418,B.01
Submittal Log - Open Items (OLD) 12.22.2015 02 00 07 AM.html,156970,F.01
M4-03-EnlargedGroundFloorLevelPlanPiping-C.dwg,469568,F.06
SM-MW-LB.pdf,566331,F.06
11-29-12.pdf,56719,C.02
DSCN5393.JPG,2299258,F.05
rabousaidt-0008-15101-001.pdf,52980,F.03
DSCN2200.JPG,2271409,F.05
"20 3-T0-01 - CABLING LEGEND, SYMBOLS, AND NOTES.pdf",337237,F.01
Picture 05-05-2015 at 123349 PM.jpg,187297,F.05
IMG_1059.JPG,1158765,F.05
1295285880.jpg,625489,F.05
RFI%20#19%20-%20Stella%20May%20Original%20RFI%20with%20Picture%20References.pdf,788587,F.02
1291609306.jpg,574626,F.05
rfishert-0002-12350-013.pdf,46606,F.03
14 FP221 SECOND FLOOR PLAN NORTH - SPRINKLER.pdf,442200,D.02
A1-22.dwg,643616,F.01
Attachment 01 - ESJLTC_12_01 Critical Activities.pdf,60435,F.01
UMCP VAV O&M.pdf,1344831,F.06
08 3-A7-03B - ENLARGED PLANS - ELEV - GROUND LEVEL CLASSROOM TIERED 0202.pdf,9741691,D.02
110421 CMNS 9510.docx,98524,F.03
Chevy%20Chase%20Contractors%20CP%20#65%20(10-29-16).pdf,38450,C.02
074213-00004 Metal Wall Panel Product Data and LEED - BAL Final.pdf,1236039,F.03
UnivMaryland_PhysicalScncsCmplx_PP2036_lg.jpg,2455512,F.05
9127_142400 Hydraulic Elevators.DOC,34304,D.02
Green%20Horizons%20CP%20#42%20(01-08-7).pdf,15494,C.02
IMG_2984.JPG,1917695,F.05
1289112162.jpg,577263,F.05
DSCN0141.JPG,2317329,F.05
08 2-A6-23 - ELEVATORS.pdf,272017,D.02
New Kahua Message Daily Report - 1172017.msg,153600,F.01
December 22.09 270.jpg,2151569,F.05
08 A4-37 - ENLARGED TYPICAL BAY - EAST.pdf,596184,D.02
10-28-15.pdf,305037,F.01
ES.03-Rev0.pdf,388241,D.01
IMG_1591.JPG,1550405,F.05
Picture 10-09-2014 at 123057 PM.jpg,1329524,F.05
A503 EXTERIOR PLAN DETAILS.pdf,517671,F.01
IMG_7264.JPG,2335958,F.05
OTIS%20Elevator%20CP%20#23%20(02-25-16).pdf,17474,C.02
26 0526.03 grounding and bonding for electrical systems.pdf,21882,F.01
DSCF0060.JPG,481763,F.05
CTS%20CP%20#46%2009-08-16%20NW.pdf,15543,C.02
032-UMC801.pdf,2120114,D.02
20 3-T2-22 - GROUND LEVEL CABLING FLOOR PLAN - SOUTHWEST.pdf,488092,E.01
UMP102B.pdf,761286,F.01
11 3100 - residential appliances - cd3.pdf,55563,E.01
FW PFH - Change Order No. 34.msg,54272,C.02
0405122034b.jpg,3892,F.05
RFI-00062 - Roof Beam Precedence.pdf,173545,F.02
RFI-00463 - 30 Wood Lockers Access 2198.pdf,46819,F.02
DSCF0059.JPG,470029,F.05
1290738423.jpg,599239,F.05
Clark%20Construction%20CP#95%20(12-20-15).pdf,17413,C.02
CR 0249 Complete Package.pdf,461074,C.02
DSCF0014.JPG,478672,F.05
056-UMel104c.pdf,1237904,D.02
1289842447.jpg,577607,F.05
J. Tarbart (4-05-15).pdf,10529,C.02
08 3-A4-51 - WALL SECTIONS.pdf,427408,F.01
December 22.09 149.jpg,2017598,F.05
DSCF0052.JPG,464621,F.05
09 3000 - TILING.pdf,35308,F.01
08 3-A3-13 - MECH- BASEMENT LEVEL RCP EAST.pdf,995376,D.02
ESR Edward St. John Learning and Teaching Center 4-25-16.pdf,138015,F.04
1288355621.jpg,520957,F.05
Picture 084.jpg,2294546,F.05
Clark%20Concrete%20CP#09%20(4-26-15)%20Amended.pdf,10600,C.02
07-259-379-00-FX102.zip,1503575,D.02
_1 08 1-A1.11 - HOLZAPFEL DEMO GROUND LEVEL - CONF.pdf,322517,D.02
Clark%20Construction%20#90%20WE%2001-08-17.pdf,17382,C.02
1291952962.jpg,588679,F.05
RFI-00414 - Cooling Tower Steel Connection to Structure.pdf,191839,F.02
"June 4,2012 Daily Report.doc",74752,F.01
CCC - RFI  027 Sketch -  Stair 3 Landing Clarification.pdf,86050,F.02
1293765047.jpg,598006,F.05
Early package CCIT  stairs and site conditions 1.30.12 067.jpg,1872526,F.05
L211_SECTIONS-ELEVATIONS.zip,13246984,D.02
037-UMP109A.pdf,365419,D.02
romans.shx,16086,D.02
1288093468.jpg,618016,F.05
IMG_0374.JPG,1521962,F.05
DSCN3824.JPG,2241835,F.05
IMG_0880.JPG,964132,F.05
Precision Concrete-WE15.0524.pdf,10166,C.02
IMG_3575.JPG,1630334,F.01
055213-00003 188 - Stainless Steel Railings at Slab on Grade BAL Final.pdf,5182951,F.03
eyebraw sofit framing north.JPG,1700297,F.05
IMG_0721.JPG,1726136,F.05
1288907939.jpg,563289,F.05
PSC CB Form G_img_5.jpg,560357,E.01
08 3-A7-19 - ENLARGED PLANS - ELEV - LEVEL 2 EAST ADDITION - CLASSROOM 2309 - CONF.pdf,691076,D.02
1293463701.jpg,579987,F.05
IMG_1006.JPG,2574792,F.05
EL102-2.dwg,457309,D.02
110713 WMA Final Subsuface Investigation Report (1 Bound; 1 Unbound).pdf,188241,F.06
1295751959.jpg,550325,F.05
15 AV332 THIRDFLOOR RCP SOUTH AUDIO VISUAL.pdf,658194,F.01
July 2013 Monthly Update Cost Summary.pdf,112171,F.01
1295780524.jpg,575492,F.05
1295083652.jpg,606767,F.05
260000 - Electrical Gear - Operation Maintenance Data.pdf,369326847,F.06
ICE-168-AE-CA-43.pdf,291513,C.02
1293919029.jpg,581408,F.05
1290706357.jpg,634500,F.05
